crime_id,crime_type,date,time,day_of_week,month,hour,latitude,longitude,area,severity,suspect_age_group,suspect_gender,suspect_prior_record,weapon_used,arrest_made,risk_level
CR-04823,Kidnapping,2024-02-01,08:05,Thursday,2,8,12.986632,80.211939,Velachery,High,46+,Female,Yes,Firearm,Yes,High Risk
CR-04824,Cybercrime,2023-02-09,20:17,Thursday,2,20,12.922485,80.101576,Tambaram,Medium,18-25,Male,No,None,Yes,Medium Risk
CR-04825,Theft,2022-03-06,22:50,Sunday,3,22,13.030777,80.140708,Porur,Low,46+,Male,Yes,None,No,Medium Risk
CR-04826,Robbery,2022-08-12,22:36,Friday,8,22,12.886747,80.233611,Sholinganallur,High,46+,Female,Yes,Knife,Yes,High Risk
CR-04827,Homicide,2024-11-19,23:53,Tuesday,11,23,13.088617,80.220343,Anna Nagar,High,18-25,Male,Yes,Firearm,No,High Risk
CR-04828,Vandalism,2023-07-30,17:24,Sunday,7,17,13.031722,80.224898,T. Nagar,Low,36-45,Male,No,Knife,Yes,Low Risk
CR-04829,Theft,2022-11-30,20:36,Wednesday,11,20,12.99715,80.215535,Guindy,Low,46+,Male,No,None,No,Low Risk
CR-04830,Fraud,2021-05-20,00:07,Thursday,5,0,12.979159,80.215711,Velachery,Medium,36-45,Male,No,None,No,Medium Risk
CR-04831,Theft,2024-09-18,08:42,Wednesday,9,8,12.983221,80.221598,Velachery,Low,18-25,Male,No,None,No,Low Risk
CR-04832,Theft,2021-01-08,01:36,Friday,1,1,12.967853,80.218088,Velachery,Low,26-35,Male,No,None,No,Low Risk
CR-04833,Vandalism,2023-11-14,23:24,Tuesday,11,23,12.907164,80.224281,Sholinganallur,Low,26-35,Female,No,Blunt Object,No,Medium Risk
CR-04834,Theft,2024-05-14,14:36,Tuesday,5,14,13.041922,80.284024,Mylapore,Low,26-35,Male,No,None,Yes,Low Risk
CR-04835,Burglary,2021-02-21,00:45,Sunday,2,0,12.988499,80.257014,Adyar,Medium,18-25,Female,No,Knife,No,Medium Risk
CR-04836,Theft,2023-04-07,11:34,Friday,4,11,13.086151,80.206427,Anna Nagar,Low,46+,Male,No,None,No,Low Risk
CR-04837,Kidnapping,2021-05-25,20:47,Tuesday,5,20,13.077466,80.219609,Anna Nagar,High,36-45,Male,No,Firearm,No,High Risk
CR-04838,Theft,2023-09-20,10:46,Wednesday,9,10,12.634384,80.207622,Mamallapuram,Low,18-25,Male,Yes,None,Yes,Low Risk
CR-04839,Fraud,2022-02-01,20:29,Tuesday,2,20,13.092056,80.21212,Anna Nagar,Medium,18-25,Male,No,None,No,Medium Risk
CR-04840,Theft,2023-10-21,09:50,Saturday,10,9,13.009383,80.264564,Adyar,Low,46+,Female,No,None,Yes,Low Risk
CR-04841,Burglary,2024-05-29,13:50,Wednesday,5,13,12.908246,80.233301,Sholinganallur,Medium,18-25,Male,No,None,No,Low Risk
CR-04842,Assault,2024-08-15,19:56,Thursday,8,19,12.997309,80.258747,Adyar,High,26-35,Male,No,None,Yes,Medium Risk
CR-04843,Theft,2022-12-18,15:05,Sunday,12,15,13.028586,80.27469,Mylapore,Low,26-35,Female,No,None,Yes,Low Risk
CR-04844,Burglary,2024-09-06,20:40,Friday,9,20,12.978516,80.224531,Velachery,Medium,18-25,Male,No,None,No,Medium Risk
CR-04845,Fraud,2021-09-16,16:48,Thursday,9,16,13.051457,80.283851,Mylapore,Medium,36-45,Female,Yes,None,No,Medium Risk
CR-04846,Assault,2022-05-27,00:33,Friday,5,0,13.040246,80.249565,T. Nagar,High,36-45,Male,No,Blunt Object,No,High Risk
CR-04847,Assault,2023-06-16,20:24,Friday,6,20,13.094908,80.213298,Anna Nagar,High,26-35,Male,Yes,Blunt Object,No,High Risk
CR-04848,Robbery,2024-01-03,20:29,Wednesday,1,20,12.641463,80.191559,Mamallapuram,High,46+,Male,No,Firearm,No,High Risk
CR-04849,Theft,2024-01-03,23:01,Wednesday,1,23,13.046033,80.227214,T. Nagar,Low,18-25,Male,No,None,No,Low Risk
CR-04850,Theft,2023-10-03,12:51,Tuesday,10,12,13.048826,80.235055,T. Nagar,Low,46+,Male,No,None,No,Low Risk
CR-04851,Assault,2024-02-07,16:17,Wednesday,2,16,12.99454,80.244268,Adyar,High,46+,Female,No,Blunt Object,No,Medium Risk
CR-04852,Robbery,2022-09-21,19:35,Wednesday,9,19,12.956653,80.135457,Chromepet,High,18-25,Male,No,Knife,No,Medium Risk
CR-04853,Theft,2024-02-17,14:08,Saturday,2,14,12.984107,80.217361,Velachery,Low,26-35,Female,No,None,No,Low Risk
CR-04854,Assault,2022-04-23,19:40,Saturday,4,19,13.010446,80.222845,Guindy,High,18-25,Male,Yes,Knife,Yes,Medium Risk
CR-04855,Kidnapping,2022-09-06,22:32,Tuesday,9,22,13.029985,80.160594,Porur,High,26-35,Female,No,Blunt Object,No,High Risk
CR-04856,Assault,2021-11-04,03:09,Thursday,11,3,13.04476,80.166344,Porur,High,46+,Male,No,None,No,Medium Risk
CR-04857,Kidnapping,2024-08-14,19:39,Wednesday,8,19,13.01737,80.165883,Porur,High,26-35,Male,Yes,Firearm,Yes,High Risk
CR-04858,Fraud,2021-02-21,14:38,Sunday,2,14,12.980056,80.221653,Velachery,Medium,26-35,Male,Yes,None,Yes,Low Risk
CR-04859,Robbery,2023-11-27,21:15,Monday,11,21,13.07539,80.212844,Anna Nagar,High,18-25,Male,No,Firearm,Yes,High Risk
CR-04860,Drug Offense,2022-01-22,19:12,Saturday,1,19,13.032609,80.261348,Mylapore,Medium,18-25,Female,No,None,No,Low Risk
CR-04861,Theft,2023-12-12,11:01,Tuesday,12,11,12.921663,80.083487,Tambaram,Low,18-25,Male,Yes,Knife,No,Medium Risk
CR-04862,Burglary,2022-10-30,20:14,Sunday,10,20,12.923774,80.093958,Tambaram,Medium,18-25,Female,No,None,No,Medium Risk
CR-04863,Robbery,2024-07-15,12:37,Monday,7,12,13.056212,80.226655,T. Nagar,High,46+,Male,Yes,Firearm,Yes,High Risk
CR-04864,Assault,2021-09-01,21:39,Wednesday,9,21,12.973874,80.230481,Velachery,High,26-35,Male,No,None,No,Medium Risk
CR-04865,Robbery,2024-07-23,13:23,Tuesday,7,13,13.039099,80.16255,Porur,High,18-25,Male,Yes,Knife,No,High Risk
CR-04866,Vandalism,2022-04-01,13:34,Friday,4,13,13.094663,80.221296,Anna Nagar,Low,18-25,Male,Yes,None,No,Low Risk
CR-04867,Theft,2021-01-26,10:04,Tuesday,1,10,13.01835,80.215367,Guindy,Low,46+,Male,Yes,None,No,Low Risk
CR-04868,Assault,2021-06-09,23:27,Wednesday,6,23,13.055725,80.26374,Egmore,High,36-45,Male,Yes,Blunt Object,Yes,High Risk
CR-04869,Robbery,2021-01-25,00:19,Monday,1,0,13.031328,80.14899,Porur,High,26-35,Male,No,Knife,Yes,Medium Risk
CR-04870,Fraud,2023-07-08,01:34,Saturday,7,1,13.042099,80.240037,T. Nagar,Medium,18-25,Male,Yes,None,No,Medium Risk
CR-04871,Vandalism,2021-04-16,22:08,Friday,4,22,12.939174,80.102661,Tambaram,Low,46+,Male,Yes,None,No,Medium Risk
CR-04872,Fraud,2021-07-25,21:02,Sunday,7,21,13.085198,80.230318,Anna Nagar,Medium,18-25,Male,Yes,None,Yes,Medium Risk
CR-04873,Fraud,2021-09-10,05:27,Friday,9,5,13.04745,80.227884,T. Nagar,Medium,26-35,Male,Yes,None,No,Medium Risk
CR-04874,Theft,2021-02-28,10:17,Sunday,2,10,12.900535,80.220798,Sholinganallur,Low,36-45,Male,No,None,No,Low Risk
CR-04875,Robbery,2021-02-14,11:37,Sunday,2,11,13.014765,80.207005,Guindy,High,36-45,Male,Yes,Firearm,Yes,High Risk
CR-04876,Theft,2022-07-11,03:03,Monday,7,3,12.904399,80.243435,Sholinganallur,Low,46+,Male,No,None,No,Low Risk
CR-04877,Robbery,2022-01-18,16:22,Tuesday,1,16,13.080345,80.204248,Anna Nagar,High,36-45,Female,No,Blunt Object,No,Medium Risk
CR-04878,Assault,2021-07-20,21:30,Tuesday,7,21,13.041246,80.233402,T. Nagar,High,18-25,Female,No,Knife,No,High Risk
CR-04879,Vandalism,2024-05-04,08:57,Saturday,5,8,12.62135,80.19554,Mamallapuram,Low,18-25,Male,Yes,Blunt Object,No,Medium Risk
CR-04880,Burglary,2022-03-07,16:12,Monday,3,16,12.92781,80.096622,Tambaram,Medium,36-45,Male,Yes,Blunt Object,Yes,Medium Risk
CR-04881,Fraud,2024-02-03,21:08,Saturday,2,21,12.921245,80.226641,Sholinganallur,Medium,18-25,Male,No,None,Yes,Medium Risk
CR-04882,Assault,2023-08-14,17:33,Monday,8,17,12.99867,80.267372,Adyar,High,26-35,Male,Yes,Knife,No,High Risk
CR-04883,Assault,2021-10-31,09:39,Sunday,10,9,13.032478,80.16387,Porur,High,26-35,Female,Yes,Knife,Yes,High Risk
CR-04884,Burglary,2022-03-22,09:33,Tuesday,3,9,13.009848,80.264187,Adyar,Medium,18-25,Male,Yes,None,No,Medium Risk
CR-04885,Theft,2021-09-15,21:15,Wednesday,9,21,12.920745,80.104133,Tambaram,Low,26-35,Male,No,None,No,Low Risk
CR-04886,Assault,2024-06-27,04:25,Thursday,6,4,13.07515,80.21293,Anna Nagar,High,36-45,Male,No,Blunt Object,No,High Risk
CR-04887,Cybercrime,2023-02-13,22:04,Monday,2,22,12.950148,80.15438,Chromepet,Medium,18-25,Male,No,None,Yes,Medium Risk
CR-04888,Vandalism,2022-08-17,20:03,Wednesday,8,20,13.086749,80.21677,Anna Nagar,Low,26-35,Male,No,None,No,Low Risk
CR-04889,Burglary,2024-11-14,00:56,Thursday,11,0,13.035605,80.236425,T. Nagar,Medium,36-45,Male,Yes,None,No,Medium Risk
CR-04890,Kidnapping,2022-12-05,22:05,Monday,12,22,13.038424,80.164749,Porur,High,26-35,Female,No,Firearm,No,High Risk
CR-04891,Robbery,2022-03-19,18:08,Saturday,3,18,13.085302,80.212839,Anna Nagar,High,46+,Female,Yes,Knife,Yes,High Risk
CR-04892,Vandalism,2024-12-16,17:40,Monday,12,17,12.92753,80.099837,Tambaram,Low,18-25,Male,Yes,Knife,No,Medium Risk
CR-04893,Burglary,2024-11-17,11:21,Sunday,11,11,13.031521,80.261604,Mylapore,Medium,26-35,Male,No,Blunt Object,Yes,Medium Risk
CR-04894,Vandalism,2021-07-04,12:17,Sunday,7,12,13.070141,80.265098,Egmore,Low,18-25,Male,No,None,No,Low Risk
CR-04895,Drug Offense,2024-08-30,15:23,Friday,8,15,13.03959,80.269969,Mylapore,Medium,18-25,Male,No,Knife,Yes,Medium Risk
CR-04896,Vandalism,2023-11-14,13:41,Tuesday,11,13,13.004514,80.251294,Adyar,Low,18-25,Male,Yes,None,No,Low Risk
CR-04897,Kidnapping,2023-07-07,19:22,Friday,7,19,13.074471,80.20157,Anna Nagar,High,18-25,Male,No,Blunt Object,No,High Risk
CR-04898,Burglary,2023-05-17,23:57,Wednesday,5,23,13.066679,80.263904,Egmore,Medium,36-45,Male,No,Knife,No,High Risk
CR-04899,Fraud,2023-12-20,21:58,Wednesday,12,21,12.999461,80.234154,Guindy,Medium,26-35,Male,No,None,No,Medium Risk
CR-04900,Theft,2021-11-21,14:58,Sunday,11,14,13.032978,80.275751,Mylapore,Low,26-35,Female,No,None,No,Low Risk
CR-04901,Burglary,2023-08-13,10:20,Sunday,8,10,13.044427,80.152142,Porur,Medium,26-35,Male,Yes,None,Yes,Medium Risk
CR-04902,Theft,2022-09-30,15:15,Friday,9,15,13.012921,80.223973,Guindy,Low,46+,Male,Yes,None,No,Low Risk
CR-04903,Assault,2021-12-20,17:19,Monday,12,17,12.990761,80.243257,Adyar,High,36-45,Male,Yes,None,Yes,Medium Risk
CR-04904,Vandalism,2021-04-25,21:56,Sunday,4,21,13.092315,80.211858,Anna Nagar,Low,18-25,Female,No,Blunt Object,No,Medium Risk
CR-04905,Cybercrime,2022-06-03,09:45,Friday,6,9,13.072336,80.205177,Anna Nagar,Medium,36-45,Male,Yes,None,Yes,Low Risk
CR-04906,Vandalism,2022-05-23,12:26,Monday,5,12,12.933145,80.104699,Tambaram,Low,26-35,Male,Yes,None,No,Low Risk
CR-04907,Theft,2024-04-07,02:49,Sunday,4,2,12.952752,80.147998,Chromepet,Low,18-25,Male,Yes,None,No,Medium Risk
CR-04908,Assault,2024-12-28,09:32,Saturday,12,9,13.055138,80.264472,Mylapore,High,18-25,Male,No,None,Yes,Medium Risk
CR-04909,Kidnapping,2021-06-02,19:32,Wednesday,6,19,13.021684,80.219169,Guindy,High,26-35,Female,No,Firearm,No,Medium Risk
CR-04910,Fraud,2021-06-29,13:51,Tuesday,6,13,12.995255,80.216626,Guindy,Medium,46+,Male,No,None,Yes,Low Risk
CR-04911,Vandalism,2021-02-02,06:18,Tuesday,2,6,12.903969,80.226805,Sholinganallur,Low,18-25,Male,Yes,None,Yes,Low Risk
CR-04912,Robbery,2022-08-07,07:04,Sunday,8,7,13.006602,80.222369,Guindy,High,18-25,Male,Yes,Blunt Object,Yes,High Risk
CR-04913,Fraud,2021-09-09,11:46,Thursday,9,11,13.045425,80.243488,T. Nagar,Medium,18-25,Male,No,None,Yes,Low Risk
CR-04914,Burglary,2023-09-10,12:51,Sunday,9,12,12.996983,80.264633,Adyar,Medium,36-45,Male,No,Knife,No,Medium Risk
CR-04915,Theft,2022-07-09,09:43,Saturday,7,9,12.998694,80.26139,Adyar,Low,18-25,Male,Yes,None,Yes,Low Risk
CR-04916,Robbery,2021-01-25,19:46,Monday,1,19,13.040809,80.239998,T. Nagar,High,18-25,Male,Yes,None,Yes,High Risk
CR-04917,Assault,2024-05-20,22:22,Monday,5,22,12.981014,80.204568,Velachery,High,18-25,Male,No,Blunt Object,No,High Risk
CR-04918,Robbery,2022-01-23,19:09,Sunday,1,19,13.085072,80.198104,Anna Nagar,High,46+,Male,Yes,Knife,Yes,High Risk
CR-04919,Robbery,2023-09-20,01:58,Wednesday,9,1,13.004451,80.225647,Guindy,High,36-45,Male,Yes,Knife,Yes,High Risk
CR-04920,Theft,2023-02-03,21:33,Friday,2,21,12.990577,80.230636,Guindy,Low,18-25,Male,No,None,No,Low Risk
CR-04921,Assault,2023-04-14,04:30,Friday,4,4,12.987694,80.205745,Velachery,High,46+,Female,Yes,Knife,Yes,High Risk
CR-04922,Theft,2022-10-02,12:08,Sunday,10,12,12.983043,80.213925,Velachery,Low,18-25,Male,Yes,None,No,Low Risk
CR-04923,Assault,2024-11-26,21:19,Tuesday,11,21,12.926766,80.091897,Tambaram,High,36-45,Male,Yes,Firearm,No,High Risk
CR-04924,Burglary,2022-11-15,10:46,Tuesday,11,10,13.081668,80.259777,Egmore,Medium,18-25,Male,No,None,Yes,Medium Risk
CR-04925,Assault,2022-12-27,13:36,Tuesday,12,13,12.931314,80.118017,Tambaram,High,46+,Male,No,None,Yes,Medium Risk
CR-04926,Theft,2022-05-14,08:40,Saturday,5,8,13.035131,80.144392,Porur,Low,26-35,Male,Yes,Blunt Object,No,Medium Risk
CR-04927,Robbery,2024-01-27,18:20,Saturday,1,18,12.634017,80.20895,Mamallapuram,High,36-45,Female,No,Knife,No,Medium Risk
CR-04928,Kidnapping,2021-10-05,10:50,Tuesday,10,10,13.079919,80.212403,Anna Nagar,High,26-35,Male,Yes,Knife,Yes,High Risk
CR-04929,Vandalism,2021-12-25,03:00,Saturday,12,3,12.912754,80.10748,Tambaram,Low,46+,Male,Yes,Blunt Object,Yes,Medium Risk
CR-04930,Burglary,2023-11-09,12:22,Thursday,11,12,13.053582,80.225613,T. Nagar,Medium,26-35,Female,No,Knife,No,Medium Risk
CR-04931,Vandalism,2024-08-12,19:18,Monday,8,19,13.033069,80.243256,T. Nagar,Low,46+,Male,Yes,Blunt Object,No,Low Risk
CR-04932,Robbery,2022-12-12,19:43,Monday,12,19,13.001353,80.25486,Adyar,High,26-35,Male,No,None,Yes,Medium Risk
CR-04933,Robbery,2022-05-27,20:43,Friday,5,20,13.069973,80.277481,Egmore,High,36-45,Male,No,None,No,Medium Risk
CR-04934,Vandalism,2022-12-11,18:57,Sunday,12,18,12.966106,80.146725,Chromepet,Low,36-45,Male,Yes,Blunt Object,No,Medium Risk
CR-04935,Burglary,2021-02-14,23:30,Sunday,2,23,13.057649,80.234767,T. Nagar,Medium,46+,Female,Yes,Blunt Object,No,High Risk
CR-04936,Burglary,2021-12-16,20:19,Thursday,12,20,12.976578,80.224483,Velachery,Medium,26-35,Female,No,Knife,Yes,Medium Risk
CR-04937,Kidnapping,2022-02-24,20:41,Thursday,2,20,13.079852,80.209149,Anna Nagar,High,46+,Male,No,Blunt Object,No,High Risk
CR-04938,Robbery,2021-02-17,15:07,Wednesday,2,15,13.098946,80.195172,Anna Nagar,High,26-35,Male,Yes,Blunt Object,No,High Risk
CR-04939,Drug Offense,2023-11-19,11:10,Sunday,11,11,13.032185,80.242958,T. Nagar,Medium,18-25,Male,Yes,Knife,No,Medium Risk
CR-04940,Burglary,2023-07-21,15:26,Friday,7,15,13.039907,80.272525,Mylapore,Medium,46+,Male,No,Blunt Object,Yes,Medium Risk
CR-04941,Robbery,2021-03-21,17:03,Sunday,3,17,12.999738,80.227533,Guindy,High,36-45,Male,No,None,No,Medium Risk
CR-04942,Theft,2022-12-24,20:12,Saturday,12,20,13.069874,80.203481,Anna Nagar,Low,36-45,Male,No,None,No,Low Risk
CR-04943,Robbery,2022-10-01,18:45,Saturday,10,18,13.005214,80.211207,Guindy,High,18-25,Male,No,None,No,Medium Risk
CR-04944,Theft,2023-05-15,18:48,Monday,5,18,13.0822,80.212908,Anna Nagar,Low,26-35,Male,No,None,No,Low Risk
CR-04945,Vandalism,2023-02-11,23:03,Saturday,2,23,13.003152,80.273395,Adyar,Low,18-25,Male,No,None,Yes,Low Risk
CR-04946,Drug Offense,2024-04-29,13:09,Monday,4,13,13.049048,80.156063,Porur,Medium,18-25,Male,No,None,Yes,Low Risk
CR-04947,Assault,2024-12-05,10:34,Thursday,12,10,12.99723,80.259335,Adyar,High,26-35,Male,Yes,None,Yes,High Risk
CR-04948,Kidnapping,2024-04-21,18:44,Sunday,4,18,12.963825,80.150068,Chromepet,High,26-35,Male,Yes,Blunt Object,Yes,High Risk
CR-04949,Vandalism,2022-11-07,16:28,Monday,11,16,13.052586,80.142243,Porur,Low,18-25,Male,No,None,No,Low Risk
CR-04950,Theft,2021-11-03,19:41,Wednesday,11,19,12.996936,80.202788,Guindy,Low,18-25,Male,Yes,None,No,Medium Risk
CR-04951,Cybercrime,2023-02-13,20:01,Monday,2,20,13.056558,80.237259,T. Nagar,Medium,36-45,Male,No,None,No,Medium Risk
CR-04952,Burglary,2021-09-29,19:26,Wednesday,9,19,12.925729,80.094684,Tambaram,Medium,26-35,Male,No,None,No,Low Risk
CR-04953,Vandalism,2022-04-29,18:51,Friday,4,18,12.99058,80.222745,Velachery,Low,46+,Female,Yes,None,No,Medium Risk
CR-04954,Burglary,2023-08-25,08:28,Friday,8,8,12.924019,80.092846,Tambaram,Medium,36-45,Female,Yes,None,Yes,Medium Risk
CR-04955,Assault,2022-09-19,20:31,Monday,9,20,12.986326,80.22113,Velachery,High,46+,Male,No,Knife,No,High Risk
CR-04956,Theft,2021-02-05,13:27,Friday,2,13,13.025231,80.145121,Porur,Low,18-25,Male,No,Knife,No,Low Risk
CR-04957,Burglary,2024-05-01,11:28,Wednesday,5,11,12.9809,80.261941,Adyar,Medium,36-45,Male,No,None,No,Low Risk
CR-04958,Homicide,2021-06-21,09:47,Monday,6,9,12.628856,80.192759,Mamallapuram,High,26-35,Male,Yes,Knife,Yes,High Risk
CR-04959,Robbery,2022-08-23,12:49,Tuesday,8,12,13.00778,80.217598,Guindy,High,26-35,Female,No,Knife,No,Medium Risk
CR-04960,Assault,2023-12-21,08:26,Thursday,12,8,12.957111,80.146745,Chromepet,High,26-35,Male,Yes,Blunt Object,Yes,High Risk
CR-04961,Vandalism,2021-12-20,22:50,Monday,12,22,13.045623,80.223253,T. Nagar,Low,18-25,Female,Yes,None,No,Low Risk
CR-04962,Robbery,2021-09-29,19:29,Wednesday,9,19,12.985588,80.265784,Adyar,High,18-25,Male,Yes,Knife,Yes,High Risk
CR-04963,Burglary,2021-03-26,12:04,Friday,3,12,12.985672,80.221466,Velachery,Medium,26-35,Female,Yes,Knife,Yes,Medium Risk
CR-04964,Vandalism,2024-02-26,20:43,Monday,2,20,12.981081,80.220296,Velachery,Low,46+,Male,No,None,No,Low Risk
CR-04965,Fraud,2023-05-27,09:47,Saturday,5,9,12.998538,80.27282,Adyar,Medium,36-45,Female,Yes,None,Yes,Medium Risk
CR-04966,Burglary,2024-12-11,21:36,Wednesday,12,21,13.043683,80.281561,Mylapore,Medium,46+,Female,Yes,Knife,No,High Risk
CR-04967,Assault,2021-03-02,16:14,Tuesday,3,16,13.044855,80.156404,Porur,High,18-25,Male,No,Firearm,Yes,Medium Risk
CR-04968,Theft,2021-01-02,18:59,Saturday,1,18,12.99737,80.252399,Adyar,Low,26-35,Male,No,None,No,Low Risk
CR-04969,Theft,2023-02-10,19:10,Friday,2,19,13.039578,80.151985,Porur,Low,46+,Male,No,None,Yes,Low Risk
CR-04970,Vandalism,2022-07-15,11:49,Friday,7,11,12.951614,80.140862,Chromepet,Low,26-35,Male,No,Blunt Object,No,Low Risk
CR-04971,Drug Offense,2021-11-21,21:13,Sunday,11,21,12.972641,80.212808,Velachery,Medium,26-35,Male,Yes,Firearm,No,High Risk
CR-04972,Theft,2022-03-21,23:15,Monday,3,23,13.082131,80.204168,Anna Nagar,Low,36-45,Male,Yes,None,No,Medium Risk
CR-04973,Assault,2021-12-21,17:49,Tuesday,12,17,13.083245,80.220265,Anna Nagar,High,46+,Female,No,None,Yes,Medium Risk
CR-04974,Assault,2024-11-19,22:17,Tuesday,11,22,13.00784,80.224144,Guindy,High,18-25,Male,No,None,No,Medium Risk
CR-04975,Robbery,2021-09-29,19:38,Wednesday,9,19,13.045122,80.237073,T. Nagar,High,46+,Female,No,None,Yes,Medium Risk
CR-04976,Burglary,2021-05-18,14:00,Tuesday,5,14,13.042941,80.22149,T. Nagar,Medium,46+,Male,No,None,No,Low Risk
CR-04977,Assault,2022-12-07,16:07,Wednesday,12,16,13.047343,80.158517,Porur,High,26-35,Male,No,None,Yes,Medium Risk
CR-04978,Kidnapping,2024-09-01,19:22,Sunday,9,19,13.099433,80.211434,Anna Nagar,High,18-25,Male,Yes,None,No,Medium Risk
CR-04979,Drug Offense,2021-09-15,00:31,Wednesday,9,0,12.924708,80.144119,Chromepet,Medium,26-35,Female,No,None,No,Medium Risk
CR-04980,Fraud,2021-05-30,20:11,Sunday,5,20,12.97864,80.214731,Velachery,Medium,18-25,Male,Yes,None,No,High Risk
CR-04981,Fraud,2024-06-12,10:31,Wednesday,6,10,13.023161,80.148396,Porur,Medium,18-25,Male,Yes,None,No,Low Risk
CR-04982,Assault,2021-11-27,12:49,Saturday,11,12,13.047705,80.261557,Mylapore,High,36-45,Male,Yes,Blunt Object,Yes,High Risk
CR-04983,Assault,2024-03-24,22:57,Sunday,3,22,13.034465,80.223461,T. Nagar,High,46+,Male,No,Blunt Object,No,High Risk
CR-04984,Theft,2021-10-08,01:48,Friday,10,1,12.979315,80.215088,Velachery,Low,36-45,Male,No,None,No,Low Risk
CR-04985,Fraud,2024-09-15,20:37,Sunday,9,20,13.005076,80.247616,Adyar,Medium,46+,Male,Yes,None,No,Medium Risk
CR-04986,Burglary,2021-11-25,20:11,Thursday,11,20,13.048208,80.234059,T. Nagar,Medium,18-25,Male,No,None,Yes,Medium Risk
CR-04987,Theft,2022-12-24,13:30,Saturday,12,13,13.041774,80.225335,T. Nagar,Low,36-45,Male,Yes,None,Yes,Low Risk
CR-04988,Theft,2024-03-25,19:15,Monday,3,19,13.042064,80.23924,T. Nagar,Low,18-25,Female,No,None,No,Low Risk
CR-04989,Burglary,2022-08-08,10:32,Monday,8,10,12.992709,80.244212,Adyar,Medium,36-45,Male,Yes,Blunt Object,Yes,Medium Risk
CR-04990,Fraud,2023-06-14,09:08,Wednesday,6,9,12.993426,80.218007,Velachery,Medium,36-45,Male,Yes,Blunt Object,Yes,Medium Risk
CR-04991,Burglary,2021-07-11,19:07,Sunday,7,19,13.090708,80.203537,Anna Nagar,Medium,18-25,Male,Yes,None,Yes,Medium Risk
CR-04992,Cybercrime,2023-07-14,04:30,Friday,7,4,13.072201,80.193759,Anna Nagar,Medium,26-35,Male,No,None,Yes,Medium Risk
CR-04993,Robbery,2021-04-13,18:46,Tuesday,4,18,13.071958,80.261334,Egmore,High,18-25,Male,Yes,None,Yes,Medium Risk
CR-04994,Robbery,2024-02-22,18:45,Thursday,2,18,12.623405,80.199383,Mamallapuram,High,26-35,Male,No,Knife,Yes,Medium Risk
CR-04995,Vandalism,2021-06-07,16:23,Monday,6,16,13.039407,80.236219,T. Nagar,Low,46+,Female,Yes,None,No,Low Risk
CR-04996,Assault,2023-04-24,04:25,Monday,4,4,12.940947,80.150698,Chromepet,High,36-45,Female,No,None,Yes,Medium Risk
CR-04997,Burglary,2024-07-15,19:04,Monday,7,19,12.977174,80.222292,Velachery,Medium,18-25,Female,No,None,No,Low Risk
CR-04998,Burglary,2024-08-23,12:11,Friday,8,12,12.937545,80.098182,Tambaram,Medium,36-45,Male,No,Knife,No,Medium Risk
CR-04999,Vandalism,2024-04-17,09:36,Wednesday,4,9,13.010852,80.217607,Guindy,Low,26-35,Male,No,Knife,Yes,Low Risk
CR-05000,Theft,2023-04-30,08:57,Sunday,4,8,13.036525,80.241908,T. Nagar,Low,36-45,Male,Yes,Knife,No,Low Risk
CR-05001,Robbery,2021-12-26,03:53,Sunday,12,3,12.96746,80.226878,Velachery,High,36-45,Male,Yes,None,Yes,High Risk
CR-05002,Assault,2023-05-30,06:08,Tuesday,5,6,13.044779,80.238339,T. Nagar,High,18-25,Male,No,None,Yes,Medium Risk
CR-05003,Burglary,2021-10-08,21:08,Friday,10,21,12.984817,80.202511,Velachery,Medium,46+,Male,Yes,None,Yes,Medium Risk
CR-05004,Burglary,2022-12-19,06:27,Monday,12,6,12.983354,80.223268,Velachery,Medium,18-25,Male,Yes,None,No,Medium Risk
CR-05005,Burglary,2023-07-05,13:29,Wednesday,7,13,12.974017,80.221597,Velachery,Medium,18-25,Female,No,None,No,Medium Risk
CR-05006,Fraud,2023-06-12,17:26,Monday,6,17,12.635864,80.197454,Mamallapuram,Medium,18-25,Male,No,None,No,Low Risk
CR-05007,Burglary,2022-11-02,20:19,Wednesday,11,20,13.038056,80.254367,Mylapore,Medium,18-25,Male,Yes,None,No,High Risk
CR-05008,Drug Offense,2023-10-13,14:53,Friday,10,14,13.040684,80.271906,Mylapore,Medium,46+,Male,No,None,No,Low Risk
CR-05009,Drug Offense,2021-05-03,12:22,Monday,5,12,13.049246,80.227642,T. Nagar,Medium,18-25,Male,No,Blunt Object,No,Medium Risk
CR-05010,Kidnapping,2021-01-23,22:38,Saturday,1,22,12.945017,80.155147,Chromepet,High,26-35,Male,No,Firearm,Yes,High Risk
CR-05011,Robbery,2021-02-01,14:48,Monday,2,14,13.0373,80.234906,T. Nagar,High,26-35,Male,Yes,None,No,Medium Risk
CR-05012,Robbery,2024-12-05,02:24,Thursday,12,2,12.919884,80.09863,Tambaram,High,46+,Male,Yes,Knife,Yes,High Risk
CR-05013,Fraud,2022-09-28,09:41,Wednesday,9,9,12.935195,80.099256,Tambaram,Medium,18-25,Male,No,None,Yes,Low Risk
CR-05014,Vandalism,2024-03-21,15:51,Thursday,3,15,13.088931,80.192854,Anna Nagar,Low,46+,Male,No,None,No,Low Risk
CR-05015,Assault,2021-07-27,01:44,Tuesday,7,1,12.998971,80.246753,Adyar,High,26-35,Male,Yes,Knife,Yes,High Risk
